,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
21197.pdb,1.43771e+05,8.54984e+05,1.91631e+04,-1.95235e+03,-7.54943e+04,6.74954e+04,1.30226e+17,1.80122e+16,1.48238e+17
21198.pdb,1.43805e+05,9.09178e+05,1.92377e+04,-2.55897e+03,-7.46802e+04,6.81375e+04,1.44149e+17,5.05201e+14,1.44654e+17
21199.pdb,1.41550e+05,9.31325e+05,1.90504e+04,-2.34068e+03,-7.69928e+04,6.61056e+04,5.88052e+16,4.03054e+15,6.28357e+16
21200.pdb,9.30936e+05,3.80280e+23,2.64201e+04,-8.58800e+04,2.69494e+04,1.83442e+04,2.49048e+21,1.78514e+10,3.82770e+23
21201.pdb,1.43122e+05,9.58821e+05,1.92472e+04,-2.06436e+03,-7.73464e+04,6.91676e+04,7.91726e+16,2.29265e+16,1.02099e+17
21202.pdb,8.07189e+04,3.25000e+05,1.07419e+04,-3.49851e+03,-4.11885e+04,3.20040e+04,8.01003e+14,1.74408e+14,9.75411e+14
21203.pdb,7.82203e+04,3.19375e+05,1.03547e+04,-4.10864e+03,-3.80666e+04,2.97454e+04,4.84076e+14,1.74420e+14,6.58496e+14
21204.pdb,7.55677e+04,3.04710e+05,1.04960e+04,-3.51714e+03,-3.70545e+04,2.90409e+04,6.94513e+16,2.69154e+16,9.63667e+16
21205.pdb,8.06842e+04,3.32916e+05,1.04964e+04,-4.49476e+03,-3.87291e+04,3.01536e+04,5.06789e+16,7.00756e+15,5.76864e+16
21206.pdb,7.82257e+04,3.39804e+05,1.05013e+04,-3.21419e+03,-3.82473e+04,2.99730e+04,1.90003e+15,1.17382e+14,2.01741e+15
21207.pdb,4.38351e+05,7.38974e+20,1.41179e+04,-2.62581e+04,-1.03611e+04,1.41236e+04,8.70313e+14,3.31214e+12,7.38975e+20
21208.pdb,4.02136e+05,1.70342e+20,1.33883e+04,-2.72558e+04,-1.26908e+04,1.50139e+04,2.80163e+12,1.06300e+14,1.70342e+20
21209.pdb,3.93518e+05,2.51833e+20,1.33325e+04,-2.90243e+04,-9.41428e+03,1.45586e+04,1.78154e+14,1.32809e+10,2.51834e+20
21210.pdb,7.42767e+04,3.09462e+05,1.02075e+04,-3.35000e+03,-3.99844e+04,2.92614e+04,4.48778e+15,1.21254e+15,5.70032e+15
21211.pdb,7.42745e+04,3.09492e+05,1.01979e+04,-3.30730e+03,-3.98526e+04,2.92640e+04,3.25144e+15,1.02054e+15,4.27198e+15
21212.pdb,7.41956e+04,3.10260e+05,1.02075e+04,-3.42748e+03,-3.98073e+04,2.92645e+04,5.93821e+15,1.78102e+15,7.71923e+15
21213.pdb,7.76535e+04,3.40506e+05,1.04639e+04,-3.57845e+03,-3.78397e+04,3.07416e+04,1.62350e+15,4.89542e+14,2.11304e+15
21214.pdb,7.85829e+04,3.19916e+05,1.03907e+04,-3.36998e+03,-3.97060e+04,3.08006e+04,2.25150e+15,6.34193e+14,2.88569e+15
21215.pdb,8.02308e+04,3.30687e+05,1.08543e+04,-3.53376e+03,-3.80349e+04,3.01768e+04,8.57269e+14,1.05052e+12,8.58320e+14
21216.pdb,7.73886e+04,3.52990e+05,1.05710e+04,-3.58426e+03,-3.91654e+04,3.16818e+04,5.21108e+15,1.73049e+15,6.94157e+15
21217.pdb,1.04940e+05,5.31514e+16,4.03863e+03,-1.48928e+04,3.13194e+03,3.05344e+03,1.96012e+12,3.83190e+08,5.31534e+16
21218.pdb,7.75603e+04,3.40587e+05,1.01747e+04,-4.53440e+03,-3.65362e+04,2.87463e+04,5.10173e+14,1.76805e+14,6.86978e+14
21219.pdb,3.97182e+05,1.29040e+19,1.28777e+04,-2.73239e+04,-9.06034e+03,1.29806e+04,2.74947e+13,7.19324e+12,1.29040e+19
21220.pdb,7.79656e+04,3.38337e+05,1.02008e+04,-4.12876e+03,-3.59577e+04,2.82884e+04,1.90821e+15,4.50218e+14,2.35843e+15
21221.pdb,4.41956e+05,7.34145e+21,1.42493e+04,-3.30534e+04,-5.51194e+03,1.22455e+04,1.29365e+15,4.85462e+10,7.34146e+21
21222.pdb,7.96163e+04,3.27601e+05,1.08933e+04,-3.27904e+03,-3.90979e+04,3.02446e+04,1.72384e+15,7.46633e+14,2.47047e+15
21223.pdb,4.14471e+05,1.58774e+21,1.35299e+04,-2.84204e+04,-1.02204e+04,1.33740e+04,3.78729e+15,1.33913e+12,1.58774e+21
21224.pdb,4.43258e+05,5.36550e+20,1.34008e+04,-2.84039e+04,-9.92026e+03,1.12040e+04,9.86236e+13,3.46215e+10,5.36550e+20
21225.pdb,4.22507e+05,8.44076e+21,1.33955e+04,-2.61254e+04,-1.00463e+04,1.29057e+04,1.11871e+13,3.69598e+09,8.44076e+21
21226.pdb,3.98994e+05,2.49223e+22,1.37887e+04,-2.55880e+04,-1.18237e+04,1.50358e+04,7.34816e+12,2.74469e+09,2.49223e+22
21227.pdb,4.03130e+05,4.82698e+19,1.36579e+04,-2.63533e+04,-1.34071e+04,1.43389e+04,2.44990e+13,5.22402e+10,4.82698e+19
21228.pdb,7.32604e+04,2.94835e+05,1.05014e+04,-3.60150e+03,-3.64655e+04,2.86826e+04,1.16919e+14,1.41228e+13,1.31042e+14
21229.pdb,4.25037e+05,6.78320e+20,1.39964e+04,-3.30447e+04,-5.20395e+03,1.37917e+04,1.12866e+15,6.83051e+10,6.78321e+20
21230.pdb,3.80634e+05,8.53990e+22,1.37706e+04,-1.99356e+04,-1.86785e+04,1.40296e+04,1.47362e+16,3.13159e+10,8.53991e+22
21231.pdb,7.70208e+04,3.08623e+05,1.06542e+04,-3.59065e+03,-3.88033e+04,2.99912e+04,5.12027e+14,9.64444e+13,6.08471e+14
21232.pdb,3.88988e+05,1.76906e+21,1.35211e+04,-2.78371e+04,-1.04938e+04,1.48730e+04,1.17204e+15,4.82205e+16,1.76911e+21
21233.pdb,3.90150e+05,1.99673e+21,1.36185e+04,-2.76171e+04,-1.21885e+04,1.41285e+04,1.20531e+16,5.78023e+11,1.99674e+21
21234.pdb,7.54022e+04,2.91883e+05,1.03893e+04,-3.37935e+03,-3.71199e+04,2.87739e+04,1.65822e+16,3.64058e+13,1.66186e+16
21235.pdb,7.47272e+04,2.92792e+05,1.04295e+04,-3.87363e+03,-3.76503e+04,2.83666e+04,8.42542e+14,8.96455e+13,9.32187e+14
21236.pdb,7.60344e+04,2.95593e+05,1.06568e+04,-3.08476e+03,-3.79356e+04,2.88600e+04,3.14851e+14,5.85685e+13,3.73420e+14
21237.pdb,7.52116e+04,2.98691e+05,1.03097e+04,-4.11923e+03,-3.77911e+04,2.82568e+04,9.99764e+14,1.01271e+14,1.10104e+15
21238.pdb,3.85914e+05,3.11783e+19,1.35128e+04,-2.44432e+04,-1.39229e+04,1.50191e+04,1.85705e+15,7.36322e+12,3.11801e+19
21239.pdb,7.46870e+04,3.00011e+05,1.05660e+04,-3.79911e+03,-3.79964e+04,2.87416e+04,5.30582e+14,9.33215e+13,6.23904e+14
21240.pdb,3.85192e+05,3.73476e+19,1.33552e+04,-2.47811e+04,-1.40178e+04,1.51444e+04,4.12678e+13,2.29467e+13,3.73476e+19
21241.pdb,7.90562e+04,3.03803e+05,1.06833e+04,-3.91017e+03,-3.93477e+04,2.99385e+04,4.15177e+15,8.50989e+14,5.00276e+15
21242.pdb,7.94184e+04,3.12315e+05,1.06826e+04,-3.77251e+03,-3.72194e+04,3.06900e+04,5.45179e+15,3.27903e+15,8.73082e+15
21243.pdb,7.62668e+04,3.31677e+05,1.05432e+04,-3.81739e+03,-3.75257e+04,2.96307e+04,1.22119e+15,5.59201e+14,1.78039e+15
21244.pdb,4.23649e+05,4.50923e+20,1.41575e+04,-2.70844e+04,-1.05705e+04,1.31697e+04,1.01119e+15,7.16607e+10,4.50924e+20
21245.pdb,8.00540e+04,3.28161e+05,1.05546e+04,-3.75695e+03,-3.71586e+04,2.96111e+04,5.52705e+14,2.08032e+14,7.60737e+14
21246.pdb,7.86275e+04,3.48122e+05,1.07698e+04,-4.28730e+03,-4.05432e+04,3.24783e+04,1.01172e+15,3.39272e+14,1.35099e+15
21247.pdb,7.76603e+04,3.20725e+05,1.07787e+04,-3.46070e+03,-3.74083e+04,3.09556e+04,3.01332e+15,4.46838e+14,3.46016e+15
21248.pdb,7.52236e+04,3.09701e+05,1.05346e+04,-3.46533e+03,-3.80712e+04,2.96367e+04,8.77850e+15,3.56538e+14,9.13503e+15
21249.pdb,7.72170e+04,3.04053e+05,1.03497e+04,-4.68158e+03,-3.74931e+04,2.83207e+04,6.14583e+14,1.19068e+14,7.33651e+14
21250.pdb,7.72569e+04,3.25451e+05,1.02912e+04,-3.44759e+03,-3.86348e+04,2.96775e+04,1.25393e+14,3.98105e+13,1.65203e+14
21251.pdb,7.88264e+04,3.19366e+05,1.06418e+04,-3.76544e+03,-3.74496e+04,2.86488e+04,7.51456e+14,1.66615e+14,9.18071e+14
21252.pdb,7.83904e+04,3.33828e+05,1.09115e+04,-3.10384e+03,-4.01775e+04,3.19213e+04,1.11987e+15,3.91960e+14,1.51183e+15
21253.pdb,7.94608e+04,3.29837e+05,1.09805e+04,-3.75675e+03,-4.20462e+04,3.14041e+04,2.58245e+15,1.77043e+14,2.75949e+15
21254.pdb,1.45032e+05,9.20917e+05,1.91822e+04,-2.35141e+03,-7.60895e+04,7.00563e+04,8.59083e+16,4.76978e+15,9.06781e+16
21255.pdb,3.64112e+05,8.88519e+18,1.86447e+04,-1.93736e+04,-3.52758e+04,2.44556e+04,5.50946e+15,4.09172e+12,8.89071e+18
21256.pdb,6.22637e+04,8.09162e+14,7.38355e+03,-4.66461e+03,-2.50884e+04,1.68491e+04,1.49903e+10,1.66121e+11,8.09343e+14
21257.pdb,7.64924e+04,3.10306e+16,6.88794e+03,-6.13119e+03,-1.93642e+04,1.07512e+04,2.29654e+10,7.07855e+08,3.10306e+16
21258.pdb,1.04129e+05,5.44735e+05,1.74977e+04,-7.61435e+03,-6.03334e+04,4.94374e+04,1.29034e+16,2.45926e+15,1.53626e+16
21259.pdb,2.68574e+05,7.58533e+17,1.25416e+04,-1.82630e+04,-1.96915e+04,1.78654e+04,2.28639e+15,4.74314e+15,7.65562e+17
21260.pdb,4.20560e+04,1.08582e+14,4.13786e+03,-4.33940e+03,-1.29589e+04,8.93628e+03,2.12340e+10,8.89576e+08,1.08604e+14
21261.pdb,5.24953e+04,7.36203e+14,4.15917e+03,-3.53578e+03,-1.08374e+04,6.79205e+03,6.00750e+16,1.93098e+06,6.08112e+16
21262.pdb,4.51428e+04,1.51771e+15,5.30672e+03,-6.31748e+03,-1.61371e+04,1.04535e+04,8.66685e+08,4.74323e+07,1.51772e+15
21263.pdb,4.27556e+04,1.11789e+11,3.83468e+03,-3.73794e+03,-1.05117e+04,4.34478e+03,3.45379e+11,6.51678e+05,4.57168e+11
21264.pdb,4.43293e+04,6.29746e+13,6.61001e+03,-6.27973e+03,-2.45859e+04,1.89903e+04,1.05621e+06,1.29735e+06,6.29746e+13
21265.pdb,1.68730e+04,6.47625e+13,1.64045e+03,-1.31278e+03,-8.18249e+03,6.78595e+03,6.14784e+08,5.16174e+06,6.47631e+13
21266.pdb,1.33024e+05,2.72602e+16,6.89012e+03,-1.14162e+04,-1.55560e+04,1.42545e+04,6.07963e+12,8.11850e+07,2.72663e+16
21267.pdb,4.64213e+04,1.44906e+05,5.87669e+03,-3.03889e+03,-2.31463e+04,1.79342e+04,6.90079e+14,4.93498e+14,1.18358e+15
21268.pdb,4.77100e+04,1.12600e+17,5.79509e+03,-5.48881e+03,-1.93364e+04,1.24246e+04,3.41332e+09,3.53205e+08,1.12600e+17
21269.pdb,1.50496e+05,3.19602e+17,8.43606e+03,-8.05603e+03,-1.98917e+04,1.30232e+04,5.00162e+11,1.20532e+11,3.19603e+17
21270.pdb,1.46850e+04,3.76036e+07,1.54139e+03,-1.32546e+03,-4.60159e+03,3.15277e+03,1.47818e+05,1.40393e+05,3.79052e+07
21271.pdb,2.43875e+05,1.35935e+06,3.46485e+04,-3.28496e+03,-1.22334e+05,1.03328e+05,5.14528e+16,7.07070e+15,5.85235e+16
21272.pdb,2.00250e+05,3.12453e+06,2.63590e+04,-7.72087e+03,-8.55930e+04,8.80560e+04,1.30664e+17,4.03278e+16,1.70991e+17
21273.pdb,1.53200e+05,2.70382e+18,1.05441e+04,-1.41741e+04,-1.95376e+04,1.70737e+04,1.38239e+12,2.19378e+08,2.70383e+18
21274.pdb,9.00912e+03,5.64582e+05,2.06302e+03,-1.62826e+03,-7.70429e+03,4.46157e+03,1.54182e+06,8.65232e+03,2.12126e+06
21275.pdb,1.94524e+05,3.16925e+16,1.19714e+04,-1.24371e+04,-2.67120e+04,2.20140e+04,7.67445e+12,7.27636e+08,3.17002e+16
21276.pdb,6.85088e+04,1.07086e+14,7.99830e+03,-5.34404e+03,-2.36136e+04,1.47388e+04,9.30083e+11,4.95499e+10,1.08065e+14
21277.pdb,1.81520e+04,1.43340e+07,2.36122e+03,-3.95906e+03,-6.03937e+03,3.97450e+03,2.70991e+09,1.71466e+07,2.74141e+09
21278.pdb,1.87028e+05,1.44441e+17,1.15470e+04,-6.58520e+03,-2.72192e+04,1.78407e+04,2.15012e+13,2.78107e+08,1.44462e+17
21279.pdb,7.69693e+04,1.90260e+13,1.04121e+04,-8.73833e+03,-3.28163e+04,2.12435e+04,5.78753e+12,1.19004e+08,2.48136e+13
21280.pdb,7.43217e+04,3.80214e+17,8.02193e+03,-6.73635e+03,-2.64367e+04,1.84637e+04,1.27552e+08,9.73915e+05,3.80214e+17
21281.pdb,1.09690e+05,5.50107e+05,1.63034e+04,-1.10685e+04,-5.21454e+04,5.06306e+04,2.24435e+15,2.91737e+14,2.53609e+15
21282.pdb,3.27734e+05,4.07316e+07,3.56405e+04,-1.90941e+04,-7.80412e+04,9.34581e+04,1.61870e+17,1.58025e+16,1.77672e+17
21283.pdb,4.23785e+04,3.08889e+12,4.93739e+03,-4.33868e+03,-1.75362e+04,1.06276e+04,1.44288e+11,2.06665e+08,3.23338e+12
21284.pdb,3.96865e+04,4.94674e+11,5.87573e+03,-4.17926e+03,-2.03074e+04,1.11354e+04,1.58414e+06,9.09005e+05,4.94677e+11
21285.pdb,6.52120e+04,4.18214e+15,3.99341e+03,-3.32279e+03,-1.06457e+04,8.60268e+03,2.78282e+10,2.33827e+09,4.18217e+15
21286.pdb,1.62457e+04,1.71555e+09,2.96289e+03,-2.22780e+03,-1.07256e+04,6.40132e+03,3.31700e+08,7.43039e+05,2.04800e+09
21287.pdb,7.60501e+04,3.23066e+05,1.22116e+04,-4.79954e+03,-4.95307e+04,3.82337e+04,3.71833e+14,7.39947e+13,4.45828e+14
21288.pdb,6.10687e+04,3.67319e+05,8.85830e+03,-1.43659e+04,-2.72241e+04,3.36558e+04,1.80680e+15,4.06164e+14,2.21297e+15
21289.pdb,1.28959e+05,1.06016e+06,1.98882e+04,-7.04482e+03,-7.04804e+04,5.95682e+04,5.35510e+16,8.69565e+15,6.22466e+16
21290.pdb,6.74268e+04,7.92709e+11,7.67220e+03,-6.61298e+03,-2.24644e+04,1.53807e+04,1.04848e+10,7.34556e+13,7.42588e+13
21291.pdb,2.33973e+04,7.51213e+07,3.74474e+03,-4.67022e+03,-1.24502e+04,6.94402e+03,3.22254e+10,1.01412e+06,3.23016e+10
21292.pdb,1.09881e+05,6.20529e+16,7.62932e+03,-6.12740e+03,-1.94557e+04,1.24622e+04,9.69763e+12,5.48069e+07,6.20626e+16
21293.pdb,5.66072e+04,2.48090e+05,9.10278e+03,-1.27886e+04,-2.58192e+04,2.87235e+04,2.25461e+14,8.50754e+13,3.10536e+14
21294.pdb,5.42391e+04,5.71296e+15,4.26108e+03,-5.88281e+03,-9.64449e+03,7.84013e+03,3.12403e+10,5.21149e+06,5.71299e+15
21295.pdb,4.82566e+04,2.25978e+05,9.64387e+03,-6.60665e+03,-3.61135e+04,2.49029e+04,1.16564e+13,7.12470e+12,1.87811e+13
21296.pdb,7.22178e+05,2.12863e+22,2.41492e+04,-3.61080e+04,-2.70124e+04,2.27583e+04,1.46705e+15,1.23332e+11,2.12863e+22
21297.pdb,1.13152e+04,3.74136e+04,3.45304e+03,-2.79097e+03,-1.38273e+04,8.49834e+03,5.67291e+06,2.56390e+06,8.28087e+06
21298.pdb,4.29941e+04,1.41814e+07,6.34549e+03,-4.52472e+03,-2.10719e+04,1.33095e+04,3.18249e+12,2.04643e+07,3.18252e+12
21299.pdb,4.46857e+04,2.18881e+13,3.50009e+03,-4.45753e+03,-9.31423e+03,6.42464e+03,5.24220e+13,8.18304e+14,8.92614e+14
21300.pdb,1.99739e+05,1.04153e+06,2.70217e+04,-4.99399e+03,-9.72699e+04,8.48884e+04,4.92679e+15,1.30960e+15,6.23639e+15
21301.pdb,6.11191e+04,6.10937e+14,2.97328e+03,-4.53315e+03,-6.19521e+03,5.15615e+03,3.93201e+11,3.32649e+06,6.11331e+14
21302.pdb,8.68877e+04,4.02989e+15,5.98565e+03,-6.73894e+03,-1.60327e+04,1.00224e+04,2.94471e+11,7.86039e+08,4.03018e+15
21303.pdb,1.35030e+04,3.21532e+08,1.43522e+03,-1.34402e+03,-4.54186e+03,3.09623e+03,8.84334e+05,6.47888e+04,3.22493e+08
21304.pdb,1.35303e+04,3.44648e+08,1.43547e+03,-1.34899e+03,-4.53888e+03,3.09656e+03,8.81116e+05,6.77203e+04,3.45609e+08
21305.pdb,2.30983e+04,4.74813e+08,3.06595e+03,-2.85983e+03,-1.20307e+04,6.68238e+03,1.29939e+11,1.24943e+07,1.30426e+11
21306.pdb,2.49977e+04,6.58769e+08,4.05162e+03,-3.46607e+03,-1.35279e+04,7.92594e+03,1.10507e+07,1.33203e+07,6.83160e+08
21307.pdb,6.24007e+04,3.51547e+15,5.82885e+03,-5.95404e+03,-2.03342e+04,1.44695e+04,5.84054e+07,1.11108e+08,3.51547e+15
21308.pdb,5.40006e+03,4.14224e+04,1.60050e+03,-1.76920e+03,-6.55247e+03,4.04484e+03,5.07240e+03,4.55458e+03,5.37731e+04
21309.pdb,3.57307e+05,6.51486e+21,1.14670e+04,-3.11240e+04,2.96668e+03,1.06306e+04,6.95635e+17,1.61971e+11,6.51555e+21
21310.pdb,4.79603e+05,5.65435e+20,1.71935e+04,-2.64885e+04,-1.97083e+04,1.86302e+04,5.84073e+15,5.50281e+12,5.65441e+20
21311.pdb,9.38244e+04,9.92074e+17,1.00400e+04,-5.80879e+03,-2.69513e+04,1.58376e+04,4.23583e+10,5.54506e+06,9.92074e+17
21312.pdb,9.74823e+04,1.51516e+15,7.22871e+03,-6.53649e+03,-1.91088e+04,1.33578e+04,1.06989e+10,5.80753e+07,1.51517e+15
21313.pdb,4.56987e+04,1.67346e+05,7.69390e+03,-4.20530e+03,-2.76117e+04,2.06995e+04,9.52373e+14,2.71976e+14,1.22435e+15
21314.pdb,8.02279e+04,3.41075e+05,1.44839e+04,-1.38939e+04,-3.90716e+04,3.33663e+04,3.38909e+14,4.28468e+13,3.81756e+14
21315.pdb,2.32230e+05,6.17510e+20,1.62832e+04,-1.34808e+04,-3.89658e+04,2.79406e+04,1.70611e+14,1.09386e+08,6.17510e+20
21316.pdb,3.13616e+04,1.27105e+05,6.00186e+03,-3.75267e+03,-2.62305e+04,1.97971e+04,4.16705e+13,3.14495e+13,7.31199e+13
21317.pdb,1.47213e+05,6.52807e+05,2.06984e+04,-5.63751e+03,-9.07814e+04,8.88905e+04,3.87285e+16,1.18764e+16,5.06050e+16
21318.pdb,1.13307e+05,3.14653e+16,5.22211e+03,-5.77716e+03,-1.08760e+04,8.63084e+03,4.71402e+11,1.09722e+08,3.14658e+16
21319.pdb,3.90402e+04,1.68010e+05,7.63494e+03,-5.94170e+03,-2.89657e+04,2.28656e+04,1.09982e+15,3.74056e+14,1.47387e+15
21320.pdb,1.36438e+05,6.02752e+05,1.76265e+04,-1.35485e+04,-6.38779e+04,6.35091e+04,2.45857e+16,2.12388e+15,2.67096e+16
21321.pdb,2.21860e+04,2.11878e+11,2.63714e+03,-2.72111e+03,-9.01487e+03,5.65527e+03,3.72279e+06,5.12172e+08,2.12394e+11
21322.pdb,1.25219e+05,6.60137e+16,4.89785e+03,-8.28678e+03,-5.84867e+03,4.85526e+03,5.34927e+10,3.58246e+07,6.60138e+16
21323.pdb,2.95604e+05,2.68869e+06,3.62709e+04,-7.88683e+03,-1.35584e+05,1.31438e+05,2.26665e+17,4.61141e+16,2.72779e+17
21324.pdb,1.14791e+05,2.32553e+18,4.57313e+03,-8.30960e+03,-9.55222e+03,8.04132e+03,5.19987e+12,2.93623e+08,2.32553e+18
21325.pdb,8.34302e+04,4.22842e+05,1.32339e+04,-7.95886e+03,-4.23528e+04,3.86084e+04,5.59739e+15,1.99874e+15,7.59613e+15
21326.pdb,1.48231e+05,2.79758e+18,5.32127e+03,-1.49166e+04,-2.26801e+03,7.68789e+03,3.01796e+10,8.70622e+13,2.79767e+18
21327.pdb,2.01801e+05,9.16369e+05,2.50097e+04,-4.82747e+03,-9.46593e+04,9.11531e+04,1.39062e+17,1.42711e+16,1.53333e+17
21328.pdb,3.29377e+04,3.80334e+10,3.75009e+03,-5.13938e+03,-1.14411e+04,7.09104e+03,3.15285e+08,2.12758e+06,3.83509e+10
21329.pdb,2.56939e+04,1.03505e+05,3.59828e+03,-1.98602e+03,-1.39006e+04,9.32930e+03,6.34070e+13,2.20270e+13,8.54340e+13
21330.pdb,8.09701e+04,7.73538e+11,8.79058e+03,-6.05525e+03,-2.66480e+04,1.74843e+04,6.30426e+10,8.88954e+07,8.36670e+11
21331.pdb,8.68685e+04,2.22479e+14,8.94814e+03,-6.97657e+03,-2.57767e+04,1.65434e+04,1.49498e+11,1.65737e+09,2.22630e+14
21332.pdb,7.40973e+04,1.39932e+15,8.76787e+03,-5.89938e+03,-2.61138e+04,1.63120e+04,3.17016e+08,5.48375e+09,1.39932e+15
21333.pdb,4.38585e+04,8.37902e+14,2.28227e+03,-3.01010e+03,-5.23641e+03,3.22716e+03,2.44085e+09,4.23384e+06,8.37905e+14
21335.pdb,3.98521e+05,2.44287e+21,1.69536e+04,-2.30530e+04,-3.12496e+04,2.18289e+04,9.44191e+13,2.21992e+09,2.44287e+21
21336.pdb,5.44602e+04,2.00222e+05,6.99237e+03,-9.72222e+03,-2.50095e+04,2.60040e+04,1.05080e+14,1.19663e+14,2.24744e+14
21337.pdb,9.87390e+04,6.83599e+14,9.30516e+03,-6.31058e+03,-2.57427e+04,1.87824e+04,1.40682e+15,2.11803e+08,2.09042e+15
21338.pdb,5.14759e+04,2.40440e+05,9.80569e+03,-1.16279e+03,-3.71831e+04,2.92559e+04,3.64498e+14,1.04309e+13,3.74929e+14
21339.pdb,8.13457e+04,1.54526e+11,6.44909e+03,-4.77727e+03,-2.00191e+04,1.42924e+04,2.63047e+16,9.73414e+06,2.63049e+16
21340.pdb,1.68679e+05,1.12116e+18,5.63802e+03,-1.01789e+04,-6.89450e+03,5.90229e+03,1.16280e+15,4.93187e+09,1.12233e+18
21341.pdb,8.16997e+04,8.48972e+16,4.86471e+03,-3.79390e+03,-1.18770e+04,6.60760e+03,2.86566e+09,1.46557e+07,8.48972e+16
21342.pdb,2.36064e+05,6.26144e+18,1.01678e+04,-1.47616e+04,-1.67617e+04,1.64139e+04,3.84364e+13,3.51957e+09,6.26148e+18
21343.pdb,3.04415e+04,1.07838e+05,5.81041e+03,-3.60804e+03,-2.04542e+04,1.15118e+04,2.32645e+14,4.81981e+13,2.80843e+14
21344.pdb,1.54981e+05,3.04472e+16,7.53327e+03,-8.81199e+03,-1.42264e+04,1.15613e+04,7.24290e+13,7.75936e+10,3.05197e+16
21345.pdb,9.32473e+04,3.47441e+05,1.44051e+04,-7.87561e+03,-5.24064e+04,4.41196e+04,1.40252e+15,8.46331e+14,2.24885e+15
21346.pdb,1.38164e+04,4.00430e+11,2.34526e+03,-2.71186e+03,-8.47913e+03,5.10602e+03,5.75561e+04,2.54738e+04,4.00430e+11
21347.pdb,3.35914e+04,4.70912e+13,2.26821e+03,-3.38485e+03,-4.57927e+03,1.59569e+03,3.05083e+08,1.60232e+07,4.70915e+13
21348.pdb,3.84096e+04,4.07136e+13,2.19100e+03,-2.01798e+03,-5.00575e+03,2.96543e+03,9.81951e+05,1.77072e+06,4.07136e+13
21349.pdb,2.62256e+04,1.06683e+05,6.25374e+03,-4.09334e+03,-2.22456e+04,1.29831e+04,5.46102e+13,1.18971e+12,5.57999e+13
21350.pdb,8.62303e+05,1.19323e+22,3.20712e+04,-4.55448e+04,-3.86060e+04,3.31056e+04,1.85505e+22,6.22605e+12,3.04829e+22
21351.pdb,1.04227e+05,5.59344e+05,1.63649e+04,-1.27172e+04,-5.68823e+04,5.18687e+04,7.37654e+15,1.15453e+15,8.53107e+15
21352.pdb,3.35407e+04,4.85446e+15,2.10441e+03,-2.33406e+03,-5.88216e+03,3.83506e+03,1.69068e+08,3.05385e+05,4.85446e+15
21353.pdb,5.55912e+04,2.44538e+05,8.25562e+03,-1.17014e+04,-2.51201e+04,2.94681e+04,4.33895e+13,9.13056e+13,1.34695e+14
21354.pdb,3.78439e+04,1.28497e+13,2.13885e+03,-2.87533e+03,-4.91795e+03,3.49407e+03,7.17978e+09,1.24143e+07,1.28569e+13
21355.pdb,2.10790e+05,9.12848e+05,2.39006e+04,-8.81584e+03,-1.03077e+05,1.00528e+05,4.69927e+16,1.37818e+16,6.07746e+16
21356.pdb,5.79009e+04,1.75072e+16,3.87412e+03,-6.50292e+03,-1.01840e+04,8.21365e+03,1.93956e+11,1.07668e+06,1.75074e+16
21357.pdb,2.74092e+04,3.23691e+15,2.82436e+03,-4.85863e+03,-7.99110e+03,6.08912e+03,1.39627e+06,2.29327e+06,3.23691e+15
21358.pdb,8.83665e+04,4.60415e+05,1.45056e+04,-6.77440e+03,-5.40905e+04,4.65868e+04,7.65845e+15,2.92198e+15,1.05804e+16
21359.pdb,1.16703e+05,5.88704e+05,1.70878e+04,-6.07741e+03,-6.96674e+04,6.24908e+04,4.19572e+16,8.76648e+15,5.07236e+16
21360.pdb,9.52730e+04,4.02829e+05,1.53774e+04,-2.64058e+03,-5.28304e+04,3.66820e+04,1.18138e+15,1.28568e+14,1.30995e+15
21361.pdb,1.05812e+05,2.64278e+18,7.48597e+03,-8.76283e+03,-2.23096e+04,1.55808e+04,9.93908e+11,8.30328e+10,2.64278e+18
21362.pdb,8.64660e+04,1.10115e+18,3.71215e+03,-4.19114e+03,-6.54559e+03,4.34523e+03,6.35933e+10,7.59819e+06,1.10115e+18
21363.pdb,1.48378e+05,5.75170e+17,5.29287e+03,-1.06489e+04,-2.40052e+03,4.08145e+03,2.47508e+12,1.72553e+10,5.75173e+17
21364.pdb,1.87167e+05,2.08808e+20,1.22497e+04,-9.84540e+03,-3.14222e+04,2.27113e+04,2.82657e+10,9.53819e+09,2.08808e+20
21365.pdb,8.82442e+04,4.25391e+05,1.18551e+04,-2.23861e+03,-4.92447e+04,3.68265e+04,4.09810e+16,9.24328e+15,5.02243e+16
21366.pdb,1.37528e+04,9.87469e+11,3.55873e+03,-2.82102e+03,-1.53439e+04,9.15797e+03,3.02716e+05,6.42383e+05,9.87470e+11
21367.pdb,1.62654e+04,9.11304e+05,2.13962e+03,-2.42716e+03,-6.49026e+03,4.33085e+03,7.73626e+06,1.01599e+06,9.67738e+06
21368.pdb,6.52597e+04,3.02199e+05,1.07600e+04,-5.16418e+03,-4.20242e+04,3.32272e+04,3.99091e+14,5.68807e+14,9.67898e+14
21369.pdb,1.53051e+05,3.68342e+17,6.52974e+03,-6.83674e+03,-1.61873e+04,1.30720e+04,1.87251e+16,4.66678e+13,3.87114e+17
